reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
0982876f-2402-47b7-9e5c-7a46cdc7eb55,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Enkripsi mohon diperkuat dengan enkripsi end to end. Tambahkan fitur indikator sedang mengetik pesan dan indikator daring (online), ini fitur mendasar dalam aplikasi obrolan pesan! Heran line tidak mau terima masukkan akhirnya banyak ditinggal pengguna.",1,2506,15.0.0,2025-01-21 05:15:51,,,15.0.0
06a2f246-2f9b-4204-8aa1-88e021e347a4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baru download line lagi dan ngebuat akun baru yang dimana teman dalam line tersebut baru hanya satu. Tiba tiba pesan line ternyata tidak terkirim dan tidak bisa login dengan keterangan verifikasi diblokir sementara. Pengalaman yang sangat aneh dan cukup mengganggu bagi saya pribadi mengingat tidak adanya unsur negatif yang saya lakukan dan baru memaikan aplikasi line lagi. Semoga keluhan yang saya ajukan dalam pengaduan di akun baru bisa diselesaikan. Be better.,1,241,15.2.1,2025-03-05 13:40:10,,,15.2.1
70bbc743-db42-4c58-82d4-30b1ad82be24,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasinya selalu bermasalah. saya nggak bisa add teman, nggak bisa buka notes, lalu juga chat saya di grup tak terkirim. padahal koneksi saya bagus🙂. sekarang bahkan saya nggak bisa login akun saya padahal di sana banyak informasi penting. kalau sering error begini mending nggak usah ada saja aplikasi ini.",1,145,15.2.1,2025-03-20 04:00:16,,,15.2.1
05750431-3abb-48bd-b803-a9d786e8f6e5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya sangat kecewa dengan aplikasi ini. Baru pertama download, lalu membuat akun dan ingin mendaftarkan nomor telephon agar sinkron dengan kontak, namun tidak bisa dan muncul ""no anda tidak bisa didaftarkan di negara ini"" yang nyatanya negara saya sudah saya atur sesuai dengan negara saya. Tolong diperbaiki lagi",1,137,15.2.1,2025-03-15 07:51:59,,,15.2.1
7cab9039-1b67-4630-8129-5bafcc09ce17,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini sebenernya sudah bagus apknya, cuman tolong banget adain fitur logout, biar bisa kalau mau login lagi dengan satu perangkat yang sama, dan tidak minta verifikasi ke akun yang lama (padahal udah ga login kemana-mana & udah ke logout dari perangkat) 😓",3,11,15.0.0,2025-03-18 14:45:48,,,15.0.0
eb94effc-f22e-4da1-9413-805ed9bbdc21,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mengecewakan setelah update . Fitur timeline story dan voom dihilangkan. Di story Banyak kenanganku disana,kenangan 10 tahun kebelakang itu pun sekarang hilang. Bintang 1 untuk update fitur saat ini. Dan saya tidak akan menggunakan Line lagi .terimakasih telah membuat kecewa",1,176,15.2.1,2025-03-04 06:10:01,,,15.2.1
09b64f08-14c8-45de-8e5f-08c3fc9d69da,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Susah login akun sendiri, alasan demi keamanan harap verifikasi dari ponsel sebelumnya, terus kalau ponsel udah gk aktip lagi gimana? Atau masih hp yg sama tapi pernah direset setelan pabrik? Mau login akun sendiri aja kok dipersulit? Heran, ada-ada saja verifikasi keamanan loginnya. Semoga kedepannya bisa dipermudah lagi untuk loginnya!!! Gausah nanya saya pakai device apa deh. Cukup kirim email&no.hp saja udah cukup buat verifikasi login akun saya!!!",2,137,15.0.0,2025-01-16 04:57:48,,,15.0.0
dee7993e-fef9-4d42-8bbd-efe3e0d0ba47,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Prasaan dulu aman aman aja ga pernah terjadi hal ini. Aplikasinya bagus namun minusnya ketika sering ganti akun, maka akun akan terblokir tuk sementara, bisa tuk 1 hari bahkan tuk berhari hari. Mohon untuk developernya tuk perbaiki aplikasinya agar aplikasinya nyaman dipakai tanpa harus diblokir segala, ribet banget. Apalagi ketika hp ga sengaja ke riset,, pas hp udah nyala lagi, mau login apk LINE, ehh harus verifikasi kode ke aplikasi LINE. Kan hp nya udah ke riset, mana bisa di buka.",1,81,15.0.0,2025-02-08 07:47:21,,,15.0.0
51818648-ba4d-41c0-a42e-0ca578fcac19,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Baru pertama kali download line dan sudah punya kesan buruk. Kok bisa tiap mau acc pertemanan di line nearby notif nya ""muncul eror yang tidak diketahui"" ? ya klo tidak diketahui ya pihak line yg cari tau lah, msk penggunaan yg rugi & hrs tunggu. Parahnya lg kndla ini sering banget terjadi, nggak tau eror nya sampe kapan, karena dari pagi ketemu pagi notif nya masih sama. Untuk apk sebesar line ini sangat sangat fatal & tidak profesional. Apk ini jadi spt tidak ada gunanya. Tolong diperbaiki!",1,203,15.2.1,2025-03-08 23:22:19,,,15.2.1
8c2c08b5-1a54-483e-8c74-e8f6b8f98a1d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kualitas bagus, namun banyak sekali kejadian ""error tidak diketahui"", baik dalam verifikasi nomor maupun untuk menambahkan teman. Terkadang, meskipun sudah mengaktifkan izin supaya orang lain bisa menambahkan saya melalui id line, tetap saja id line saya tidak ditemukan. Sangat rumit dan benar-benar sgt menganggu. Apalagi ketika nomor akan saya registrasi, muncul kata-kata bahwa ""nomor saya tidak tercantum di negara"". Mohon pertimbangkan dan betulkan kembali sistem aplikasi kalian.",1,40,15.2.1,2025-03-21 05:44:30,,,15.2.1
46b54d92-9dd2-44dc-a77c-d67d7081d01e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya sangat kecewa atas notifikasi Line VOOM yang aksesnya akan terbatas di bulan Februari 2025, saya harap tidak hanya ada di Jepang, Thailand dan Taiwan saja. Tapi diseluruh dunia. Jika fitur VOOM benar"" menghilang, mungkin bintang ini akan mengurang.",5,1631,15.0.0,2025-01-23 17:22:34,,,15.0.0
b6ad4bf6-7874-410c-8363-7191e1ff9dbc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bener bener kecewa setelah update line, story dan voom hilang. Membuat saya menjadi tidak ingin lagi bermain line, mulai dari open chat yang hilang (masih saya maklumkan) tetapi setelah tau kedua fitur ini dihapus, saya bener bener sangat amat kecewa. Di tahun2 kemarin masih enjoy bagus2 aja, eh makin kesini kesini line makin jelek. Kalau begini banyak yang tidak ingin menggunakan line lagi",1,22,15.0.0,2025-03-05 23:49:13,,,15.0.0
ed61b59b-dc7a-4f4b-a2dc-e5d21d4a1e50,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Line, ini kenapa line voom sudah tidak bisa dibuka??? Per 15 februari 2025 line voom mendadak hilang dari menu line..aktifkan lagi line voomnya karena itu salah satu fitur yang bagus. 🙏 Saya kasih bintang 4 dulu nanti klo sudah ada line voom lagi baru kasih bintang 5.",4,82,15.0.0,2025-02-15 06:54:43,,,15.0.0
6ddc0bac-029e-45c0-bbb9-1da65d1e6d86,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ya Allah aplikasi ngeselin lagi urgent perkenalan dsb keperluan konfirmasi SNMPTN malah error banget, ngechat gak kekirim, add id tulisannya error, lihat note gabisa, pokoknya gabisa ngapa ngapain, udah ganti device, bikin akun berkali kali ttp gabisa, kecewa 👎🏻",1,17,15.2.1,2025-03-21 12:42:14,,,15.2.1
86321830-4bdf-4487-bb08-6b8d207814c9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kecewa banget sih line voom hilang, kalaopun emang mau menghilangkan minimal beranda ny gk usa dihapus. biar kt bisa bacabaca berita di timeline. trus juga kita sdh sengaja save n share momen di line. Hilang gitu ajaa. tolong kembalikan seperti dlu dan smua memori yg prnh ad dikembalikan seperti dlu",1,8,15.3.1,2025-03-23 07:11:19,,,15.3.1
eec85696-a7a1-437e-95f4-3a85248fd88f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tdk bisa nambah/input akun teman baik pake ID atau telp. Selalu muncul: ""Error yg tdk diketahui. Coba lagi."" Dari sekian bnyk yg mau di-add, cuma 2 yg bisa. Kenapa tuh? ... Bintang 2 aja dulu.",2,2,15.3.1,2025-03-24 07:12:27,,,15.3.1
96c34768-bfb0-4351-8eec-b28033ed918f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sangat amat kecewa, kenapa sih line aku udah buat 3 akun lebih dan semuanyaa keblokir. giliran yg terakhir ini awalnya aman² aja kenapa tiba tiba ga bisa buka note grup. tolong di bantu pihak line untuk mengatasi eror eror yang menyusahkan kami. terimakasih",1,1,15.3.1,2025-03-23 07:49:13,,,15.3.1
85d3603d-6d51-4276-8a9f-b8a53235fb1d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya pengguna baru line di 2025, tolong diperbaiki lagi sistemnya. Saya baru download 1 hari tapi besoknya uda gabisa ngirim pesan (pesan yang saya kirim ga masuk ke pengguna line lainnya) dan fitur yang disediakan selalu ""eror"".",1,0,15.3.1,2025-03-26 02:58:48,,,15.3.1
6e064e10-3c66-443e-a679-2133befea833,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi apa ini susah kali buat komunikasi. capek capek teks chat panjang lebar malah ga muncul di orang lain. malah banyak iklan ga jelas,1,0,15.3.0,2025-03-21 03:52:36,,,15.3.0
91ffae3b-7626-4708-8e5d-02a350a4ec63,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"error terus, kirim pesan gak kebaca terus di grup. bikin akun baru gabisa juga. gimana sih apk gak jelas. diliat2 juga udah banyak yg ngalamin tapi gaada peningkatan.",1,0,15.3.1,2025-03-27 12:35:33,,,15.3.1
2a64a4c3-bcda-41d4-9d06-2f13adfc20cc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"login pake akun lama harus pake kode verifikasi/kode qr di perangkat lama. sementara kalo hp yang lama ilang gimana? terus, nambah kontak dari nomer telfon gk bisa buat region indonesia. terus maumu apa!! aplikasi primitif",1,1,15.3.1,2025-03-24 19:52:05,,,15.3.1
bc4731a4-1da1-41df-93a2-2cf00f07c72e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong dong, ini ribet sekali mau login ke perangkat baru. sedangkan perangkat lama nya hilang. gimana mau minta kode verifikasi nyaa kalau hilang, banyak chat penting diakun lama. biasanya dlu login mudah mudah saja. sekarang ko jadi ribet. mau menghubungi kemanaa juga gak jelas. tolong bantuannya saya butuh login ke akun lama saya",1,1,15.3.1,2025-03-28 02:28:35,,,15.3.1
5f78318b-1a46-4693-b275-e8c7b62596cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa sih susah sekali add ID temen padahal aktif dari izin nya juga ? kenapa dipersulit ada hal urgen ,gila gila .line kok sekarang kek gini sih ,mana itu satu2 nya cara buat chat temen yang jauh disana",1,1,15.3.1,2025-03-25 05:49:45,,,15.3.1
1639c6af-302e-46a3-8244-3eab09d2fd43,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"line sekarang nggak sebagus dulu, tidak bisa memakai no telp, akun lama tidak bisa dikembalikan padahal punya email, sekarang juga nggak bisa menyetujui permintaan pertemanan, error",1,1,15.3.1,2025-03-25 15:59:57,,,15.3.1
dc6da0c1-40cb-4356-a1c5-9730d7e382e1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini Line knpa,sih selalu error ? mau login error, mau chat error, tolong dong di perbaiki sistem dan bug nya. Saya pengguna aktif line, saran dari saya tolong fitur blokir di line itu benar2 bisa ngeblokir akun yg kita tidak ingin kan, karna sepengetahuan dan sepengalaman saya, fitur blokir di line hanya berupa HIDE chat, bukan blokir akun secara keseluruhan. Ketika akun yg kita blokir ternyata masih bisa melihat foto dan beranda kita di line.",1,29,15.2.1,2025-03-21 08:38:09,,,15.2.1
990e9355-2da2-44fc-aa45-d4fe7e110c24,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sebenernya bagus secara keseluruhan, tetapi ada kaya hal hal kecil yg bikin bingung dan kesel kaya foto dari timeline ga bisa di download kembali entah kenapa, terus mana mau dihilangkan lagi timeline nya ya sudahlah terima kasih untuk kenangan nya",1,35,15.0.0,2025-02-14 07:49:29,,,15.0.0
8c02d476-c247-48f1-acd2-e60878d37514,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolonglahhh kembalikan line kayak dulu lagi,dulu ada line square,story,voom mohon bgt kembalikan fitur2 line seperti dulu lagi.... biar mkin bnyk yang make linee... biar line jadi aplikasi no 1 diindo",1,0,15.3.1,2025-03-23 18:05:26,,,15.3.1
682f45e6-2cae-41e1-968b-7ecaeea62ee4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kecewa banget sii sama line sekarang, kalau niatnya mau memperkuat keamanan tapi tolong dong pemindahan akun ini kode jangan di kirim ke chat line. Gimana kalo yang udah logout lama dan mau login kaya gini kan jadi pusing. Ayolah perbaiki lagi, sedih banget mau login lagi jadi ngga bisa di akun yang lama. Mending ilang chatnya semua daripada ngga bisa login ke akun yang lama sih. Jelek banget bangettt bangett sekarang. Kecewa",1,38,15.0.0,2025-02-18 08:07:19,,,15.0.0
2df18c39-dbe3-49fb-9394-3ec625556201,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Setelah cek LINE di hp ku ternyata udah gak ada story lagi astagaa, padahal aku mau nanya sesuatu ke komunitas/teman lama lewat story sapa tau ada yg masih ON dan respon, tapi fitur story di hapus, KECEWA BERAT!! balikin LINE kayak dulu",1,57,15.2.1,2025-03-08 11:06:46,,,15.2.1
ab61cbcd-ec47-4bcd-a418-8ce69ab8730b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"terjelek. mau add teman susah banget, tulisannya, ""sedang terjadi error, silakan kembali lagi."" gitu terus padahal lg urgent untuk CP kating. sudah kirim email pengaduan tapi pihak line ga ngasih solusi sama sekali.",1,7,15.2.1,2025-03-19 07:47:02,,,15.2.1
f9da911d-1289-49b3-b5a0-42213f908e09,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"jujur sebenarnya ga mau make line krn aku tau ini ribet, awalnya aku berusaha positif aja buat ttp make tp dikecewakan sama banyak hal yang gabisa kulakukan kaya masukin nomor dan nyari id temen. ditambah lagi suka error tiba"", cape. klo ga karena terpaksa ak gamau make sebenarnya. pas ngaduin masalah ke call center juga dibilang akun pernah dipake untuk hal yang aneh"" padahal seumur umur baru kali ini make line. maaf kecewa banget.",1,38,15.2.1,2025-03-20 14:27:27,,,15.2.1
62ce1b01-c10a-4150-837a-3cc22cdb5129,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mau login balik aja susah, lupa kata sandi jadinya pengen diubah lagi malah disuruh pake perangkat sebelumnya, gaada pilihan ubah via telpon atau SMS gitu, ribet amat ga kayak aplikasi lainnya yang kalau mau ubah password bisa pake cara nomor telpon atau SMS yang tertaut di perangkat ini.",1,101,15.1.1,2025-02-07 01:38:41,,,15.1.1
cdfe92c6-e698-40c9-b488-4c75d76d4d99,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat kecewa karena fitur story line di hapus jadi sekarang tidak bisa buat story di line tolong pihak line tolong kembalikan fitur story line karena sangat bermanfaat dan membantu kami berbagi aktifitas dan kegiatan . jadi saya rasa line sekarang tidak seperti aplikasi sosmed lain yang seru karena banyak fitur yang di pangkas terimaksih,5,1719,15.1.0,2025-02-14 12:53:36,,,15.1.0
de87214c-f925-44f7-a64a-a0adb916d2c0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya mendapatkan pesan terjadi error yang tidak diketahui silahkan coba kembali dan saya sudah mengadu ke line service tapi kenapa jawabannya akun saya ditangguhkan padahal saya baru saja membuat akun dengan email yang baru,1,1,15.3.1,2025-03-23 02:15:16,,,15.3.1
b0c79b18-93de-46ce-a93c-7c4087bb0b05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ga bisa masukin nomor telpon, ga masuk akal padahal wilayah atau negara sudah sesuai di coba bagaimana juga sama aja ga bisa di tambah nomor telponnya dengan alasan nomor telpon tidak ada di negara tersebut",1,3,15.3.0,2025-03-20 11:06:47,,,15.3.0
